Gene,lof.oe_ci.upper
BANF2,1.07
BANK1,1.098
BANP,0.164
BAP1,0.324
BARD1,1.02
BARHL1,0.419
BARHL2,0.629
BARX1,0.998
BARX2,0.729
BASP1,1.32
BATF,0.739
BATF2,1.488
BATF3,1.094
BAX,1.189
BAZ1A,0.376
BAZ1B,0.201
BAZ2A,0.226
BAZ2B,0.369
BBC3,1.293
BBIP1,1.693
BBLN,1.796
BBOF1,1.004
BBOX1,0.983
BBS1,0.848
BBS10,1.418
BBS12,1.419
BBS2,0.884
BBS4,0.908
BBS5,0.884
BBS7,0.697
BBS9,0.904
BBX,0.347
BCAM,1.021
BCAN,0.685
BCAP29,1.263
BCAR1,0.583
BCAR3,0.584
BCAS1,0.855
BCAS2,1.488
BCAS3,0.528
BCAS4,1.066
BCAT1,1.134
BCAT2,1.01
BCCIP,0.966
BCDIN3D,1.069
BCHE,1.195
BCKDHA,1.042
BCKDHB,1.174
BCKDK,0.439
BCL10,0.637
BCL11A,0.125
BCL11B,0.459
BCL2,0.304
BCL2A1,1.094
BCL2L1,0.261
BCL2L10,1.888
BCL2L11,1.072
BCL2L12,1.348
BCL2L13,0.712
BCL2L14,0.955
BCL2L15,1.234
BCL2L2,0.883
BCL2L2-PABPN1,0.402
BCL3,0.511
BCL6,0.221
BCL6B,0.789
BCL7A,0.685
BCL7B,0.846
BCL7C,0.546
BCL9,0.343
BCL9L,0.258
BCLAF1,0.181
BCO1,1.17
BCO2,1.018
BCR,0.511
BCS1L,0.958
BDH1,1.175
BDH2,1.169
BDKRB1,1.101
BDKRB2,1.88
BDNF,0.202
BDP1,0.682
BEAN1,1.113
BECN1,0.33
BECN2,1.528
BEGAIN,0.907
BEND3,0.339
BEND4,0.743
BEND5,0.636
BEND6,0.952
BEND7,0.809
BEST1,1.201
BEST2,0.966
BEST3,1.275
BEST4,1.055
BET1,1.549
BET1L,1.445
BFAR,1.128
BFSP1,0.996
BFSP2,1.067
BGLAP,1.795
BHLHA15,1.642
BHLHA9,1.931
BHLHE22,1.31
BHLHE23,1.892
BHLHE40,0.219
BHLHE41,1.219
BHMT,0.884
BHMT2,0.986
BICC1,0.541
BICD1,0.421
BICD2,0.507
BICDL1,0.374
BICDL2,1.918
BICRA,0.62
BICRAL,0.127
BID,1.171
BIK,1.838
BIN1,0.685
BIN2,0.643
BIN3,1.373
BIRC2,0.368
BIRC3,0.542
BIRC5,1.004
BIRC6,0.198
BIRC7,1.18
BIVM,0.659
BIVM-ERCC5,0.663
BLCAP,0.81
BLID,1.885
BLK,1.26
BLM,0.847
BLMH,0.722
BLNK,0.51
BLOC1S1,0.64
BLOC1S2,0.971
BLOC1S3,1.836
BLOC1S4,1.945
BLOC1S5,1.525
BLOC1S5-TXNDC5,
BLOC1S6,1.341
BLVRA,0.857
BLVRB,1.641
BLZF1,0.916
BMERB1,0.823
BMF,0.788
BMI1,0.217
BMP1,0.648
BMP10,0.503
BMP2,0.213
BMP2K,0.733
BMP3,0.835
BMP4,0.258
BMP5,0.652
BMP6,0.523
BMP7,0.523
BMP8A,1.337
BMP8B,1.089
BMPER,0.646
BMPR1A,0.195
BMPR1B,0.296
BMPR2,0.29
BMS1,0.497
BMT2,0.507
BNC1,0.209
BNC2,0.163
BNIP1,1.18
BNIP2,1.028
BNIP3,1.085
BNIP3L,0.659
BNIP5,1.081
BNIPL,0.814
BOC,0.764
BOD1,1.335
BOD1L1,0.407
BOD1L2,1.797
BOK,1.525
BOLA1,1.649
BOLA3,1.712
BOLL,0.81
BOP 1.00,0.913
BORA,0.759
BORCS5,1.063
BORCS6,1.683
BORCS7,1.484
BORCS7-ASMT,
BORCS8,1.104
BORCS8-MEF2B,0.711
BPGM,0.987
BPHL,1.262
BPI,0.938
BPIFA1,1.355
BPIFA2,1.122
BPIFA3,1.511
BPIFB1,0.795
BPIFB2,0.959
BPIFB3,1.145
BPIFB4,1.059
BPIFB6,1.068
BPIFC,1.233
BPNT1,1.024
BPNT2,0.619
BPTF,0.083
BRAF,0.235
BRAP,0.626
BRAT1,1.31
BRCA1,0.833
BRCA2,0.803
BRD1,0.276
BRD2,0.211
BRD3,0.396
BRD4,0.188
BRD7,0.314
BRD8,0.35
BRD9,0.838
BRDT,0.787
BRF1,0.871
BRF2,0.827
BRI3,1.145
BRI3BP,1.099
BRICD5,1.91
BRINP1,0.312
BRINP2,0.411
BRINP3,0.28
BRIP1,0.794
BRIX1,0.626
BRK1,1.766
BRME1,0.682
BRMS1,0.802
BRMS1L,0.808
BROX,1.123
BRPF1,0.181
BRPF3,0.256
BRSK1,0.293
BRSK2,0.226
BRWD1,0.441
BSCL2,0.816
BSDC1,0.661
BSG,0.943
BSN,0.271
BSND,1.03
BSPH1,1.435
BSPRY,1.196
BST1,1.443
BST2,0.969
BSX,1.172
BTAF1,0.197
BTBD1,1.105
BTBD10,0.574
BTBD11,0.362
BTBD16,1.195
BTBD17,1.489
BTBD18,0.439
BTBD19,0.803
BTBD2,0.6
BTBD3,0.527
BTBD6,0.952
BTBD7,0.469
BTBD8,0.697
BTBD9,0.934
BTC,1.209
BTD,1.167
BTF3,0.491
BTF3L4,1.372
BTG1,0.458
BTG2,1.193
BTG3,0.34
BTG4,0.793
BTLA,0.646
BTN1A1,1.076
BTN2A1,1.325
BTN2A2,0.937
BTN3A1,0.794
BTN3A2,1.013
BTN3A3,0.947
BTNL10,0.917
BTNL2,1.232
BTNL3,0.85
BTNL8,0.82
BTNL9,1.147
BTRC,0.631
BUB1,0.727
BUB1B,0.701
BUB1B-PAK6,0.715
BUB3,0.689
BUD13,0.842
BUD23,0.873
BUD31,0.863
BVES,0.915
BYSL,0.632
BZW1,0.136
BZW2,0.592
C10orf105,1.968
C10orf120,1.287
C10orf53,1.42
C10orf62,1.931
C10orf67,1.378
C10orf71,1.606
C10orf82,0.975
C10orf88,1.034
C10orf90,1.031
C10orf95,
C10orf99,1.636
C11orf1,1.369
C11orf16,1.05
C11orf21,1.77
C11orf24,0.947
C11orf40,1.85
C11orf42,1.222
C11orf45,1.379
C11orf49,0.898
C11orf52,1.013
C11orf53,1.365
C11orf54,0.975
C11orf58,0.445
C11orf65,1.479
C11orf68,1.803
C11orf71,1.7
C11orf80,1.135
C11orf86,1.625
C11orf87,0.833
C11orf91,1.313
C11orf94,1.577
C11orf96,1.95
C11orf97,1.68
C11orf98,1.409
C12orf29,1.018
C12orf4,0.797
C12orf40,1.215
C12orf42,1.781
C12orf43,1.104
C12orf50,0.796
C12orf54,1.145
C12orf56,1.353
C12orf57,1.495
C12orf60,1.869
C12orf71,1.429
C12orf73,1.879
C12orf75,1.858
C12orf76,1.768
C14orf119,1.737
C14orf132,1.889
C14orf180,1.631
C14orf28,1.441
C14orf39,1.246
C14orf93,0.734
C15orf39,0.336
C15orf40,1.07
C15orf48,1.353
C15orf61,1.758
C15orf62,1.37
C15orf65,1.913
C16orf46,1.373
C16orf54,1.141
C16orf72,0.464
C16orf74,1.953
C16orf78,1.022
C16orf82,1.884
C16orf86,0.974
C16orf87,1.479
C16orf89,1.608
C16orf90,1.593
C16orf91,1.908
C16orf92,1.477
C16orf95,1.679
C16orf96,1.23
C17orf100,1.909
C17orf107,1.703
C17orf113,0.902
C17orf49,1.261
C17orf50,1.39
C17orf58,1.488
C17orf64,1.602
C17orf67,1.678
C17orf75,0.887
C17orf78,1.49
C17orf80,0.743
C17orf97,1.967
C17orf98,1.579
C17orf99,1.032
C18orf21,1.045
C18orf25,0.63
C18orf32,1.56
C18orf54,1.158
C18orf63,0.983
C19orf12,0.455
C19orf18,1.15
C19orf25,1.89
C19orf33,1.654
C19orf38,0.677
C19orf44,1.141
C19orf47,0.802
C19orf53,1.657
C19orf54,1.034
C19orf67,0.999
C19orf71,1.86
C19orf73,1.918
C19orf81,1.337
C19orf84,1.107
C1D,0.826
C1GALT1,0.564
C1GALT1C1L,1.849
C1QA,0.997
C1QB,0.997
C1QBP,1.132
C1QC,1.643
C1QL1,1.723
C1QL2,1.421
C1QL3,0.788
C1QL4,0.893
C1QTNF1,1.157
C1QTNF12,1.7
C1QTNF2,1.383
C1QTNF3,1.029
C1QTNF3-AMACR,
C1QTNF4,1.746
C1QTNF5,1.037
C1QTNF6,1.224
C1QTNF7,1.12
C1QTNF8,1.924
C1QTNF9,0.912
C1QTNF9B,1.411
C1R,0.635
C1RL,1.205
C1S,0.783
C1orf100,1.263
C1orf105,0.804
C1orf109,0.87
C1orf112,0.832
C1orf115,1.981
C1orf116,1.344
C1orf122,1.724
C1orf127,0.945
C1orf131,1.072
C1orf141,1.838
C1orf146,1.847
C1orf158,1.509
C1orf159,0.809
C1orf162,1.435
C1orf167,1.045
C1orf174,1.099
C1orf185,1.674
C1orf189,1.3
C1orf194,1.356
C1orf198,0.906
C1orf21,0.349
C1orf210,1.849
C1orf216,1.53
C1orf226,1.09
C1orf232,1.371
C1orf35,1.719
C1orf43,0.903
C1orf50,1.508
C1orf52,0.615
C1orf53,1.899
C1orf54,0.875
C1orf56,1.005
C1orf68,1.718
C1orf74,1.165
C1orf87,1.154
C1orf94,1.022
C2,0.909
C20orf141,1.819
C20orf144,1.973
C20orf173,1.148
C20orf202,1.69
C20orf203,1.537
C20orf27,0.939
C20orf85,1.327
C20orf96,1.28
C21orf58,1.477
C21orf62,1.653
C21orf91,1.137
C22orf15,1.157
C22orf23,1.235
C22orf31,1.443
C22orf39,1.951
C22orf42,1.105
C2CD2,0.747
C2CD2L,0.377
C2CD3,0.637
C2CD4A,1.963
C2CD4B,
C2CD4C,1.064
C2CD4D,1.931
C2CD5,0.754
C2CD6,0.825
C2orf15,1.207
C2orf16,1.789
C2orf42,0.975
C2orf49,0.876
C2orf50,1.848
C2orf66,1.579
C2orf68,1.178
C2orf69,0.914
C2orf72,1.959
C2orf73,1.595
C2orf74,1.038
C2orf76,1.64
C2orf78,0.893
C2orf80,1.303
C2orf81,0.919
C2orf83,1.955
C2orf88,1.228
C3,0.413
C3AR1,1.58
C3orf14,1.438
C3orf18,1.359
C3orf20,0.971
C3orf22,1.166
C3orf33,1.37
C3orf38,0.887
C3orf52,1.14
C3orf56,1.937
C3orf62,1.172
C3orf70,1.267
C3orf80,1.751
C3orf84,1.372
C4A,0.752
C4B,0.413
C4BPA,0.717
C4BPB,1.147
C4orf17,1.131
C4orf19,1.66
C4orf3,1.497
C4orf33,1.215
C4orf36,1.237
C4orf45,1.795
C4orf46,1.887
C4orf47,1.267
C4orf48,1.833
C4orf50,1.158
C4orf51,1.485
C4orf54,1.025
C5,0.768
C5AR1,1.779
C5AR2,1.788
C5orf15,0.975
C5orf22,0.917
C5orf24,0.901
C5orf34,0.718
C5orf46,1.768
C5orf47,1.967
C5orf49,1.532
C5orf51,0.826
C5orf52,1.149
C5orf58,1.784
C5orf63,1.932
C6,1.006
C6orf118,1.214
C6orf120,1.533
C6orf132,0.865
C6orf136,0.792
C6orf141,1.052
C6orf15,1.942
C6orf163,1.084
C6orf201,1.283
C6orf226,1.958
C6orf47,0.61
C6orf52,1.733
C6orf58,0.986
C6orf62,0.766
C6orf89,0.893
C7,0.926
C7orf25,0.794
C7orf26,0.294
C7orf31,1.063
C7orf33,1.685
C7orf50,1.305
C7orf57,1.157
C7orf61,0.587
C8A,1.168
C8B,1.18
C8G,1.809
C8orf33,1.449
C8orf34,0.982
C8orf44-SGK3,0.868
C8orf48,
C8orf58,1.018
C8orf74,1.838
C8orf76,1.489
C8orf82,1.959
C8orf88,1.909
C8orf89,1.644
C9,1.223
C9orf116,1.674
C9orf131,1.136
C9orf135,1.219
C9orf152,1.743
C9orf153,1.361
C9orf163,1.905
C9orf24,0.76
C9orf40,1.418
C9orf43,0.892
C9orf47,1.868
C9orf50,1.192
C9orf57,1.396
C9orf64,1.037
C9orf72,0.989
C9orf78,0.764
C9orf85,1.204
CA1,1.689
CA10,0.672
CA11,0.679
CA12,0.956
CA13,0.855
CA14,1.161
CA2,1.49
CA3,1.215
CA4,0.953
CA5A,1.135
CA6,1.197
CA7,0.566
CA8,0.698
CA9,1.021
CAAP1,0.896
CAB39,0.693
CAB39L,0.901
CABCOCO1,1.15
CABIN1,0.616
CABLES1,1.053
CABLES2,1.0
CABP1,0.89
CABP2,1.299
CABP4,1.34
CABP5,1.352
CABP7,0.784
CABS1,1.863
CABYR,1.113
CACFD1,1.048
CACHD1,0.603
CACNA1A,0.283
CACNA1B,0.413
CACNA1C,0.179
CACNA1D,0.251
CACNA1E,0.151
CACNA1G,0.334
CACNA1H,1.04
CACNA1I,0.499
CACNA1S,0.651
CACNA2D1,0.407
CACNA2D2,0.396
CACNA2D3,0.411
CACNA2D4,1.147
CACNB1,0.541
CACNB2,0.673
CACNB3,0.676
CACNB4,0.737
CACNG1,1.318
CACNG2,0.271
CACNG3,0.296
CACNG4,0.59
CACNG5,0.928
CACNG6,1.523
CACNG7,0.502
CACNG8,0.409
CACTIN,0.465
CACUL1,0.643
CACYBP,1.441
CAD,0.409
CADM1,0.347
CADM2,0.502
CADM3,0.381
CADM4,0.473
CADPS,0.433
CADPS2,0.634
CAGE1,0.792
CALB1,0.612
CALB2,0.931
CALCA,1.186
CALCB,1.392
CALCOCO1,0.629
CALCOCO2,0.629
CALCR,1.039
CALCRL,0.701
CALD1,0.35
CALHM1,1.293
CALHM2,1.212
CALHM3,1.099
CALHM4,1.551
CALHM5,1.13
CALHM6,1.813
CALM1,0.276
CALM2,0.262
CALM3,0.538
CALML3,1.708
CALML4,1.289
CALML5,1.883
CALML6,1.648
CALN1,0.556
CALR,0.411
CALR3,1.028
CALU,0.556
CALY,1.549
CAMK1,0.941
CAMK1D,0.232
CAMK1G,0.521
CAMK2A,0.141
CAMK2B,0.326
CAMK2D,0.318
CAMK2G,0.209
CAMK2N1,1.572
CAMK2N2,1.103
CAMK4,1.098
CAMKK1,0.46
CAMKK2,0.464
CAMKMT,1.603
CAMKV,0.202
CAMLG,1.198
CAMP,1.204
CAMSAP1,0.542
CAMSAP2,0.196
CAMSAP3,0.509
CAMTA1,0.189
CAMTA2,0.501
CAND1,0.06
CAND2,0.777
CANT1,1.223
CANX,0.211
CAP1,0.359
CAP2,0.748
CAPG,0.913
CAPN1,0.977
CAPN10,1.068
CAPN11,1.149
CAPN12,1.195
CAPN13,1.121
CAPN14,1.109
CAPN15,0.961
CAPN2,0.97
CAPN3,0.896
CAPN5,0.85
CAPN7,0.85
CAPN8,1.184
CAPN9,1.015
CAPNS1,0.997
CAPNS2,1.114
CAPRIN1,0.372
CAPRIN2,0.513
CAPS,1.365
CAPS2,1.457
CAPSL,1.17
CAPZA1,0.327
CAPZA2,0.444
CAPZA3,1.31
CAPZB,0.221
CARD10,0.44
CARD11,0.364
CARD14,1.186
CARD16,0.951
CARD17,1.458
CARD18,1.545
CARD19,1.48
CARD6,1.448
CARD8,0.731
CARD9,1.018
CARF,0.744
CARHSP1,1.544
CARM1,0.286
CARMIL1,0.606
CARMIL2,0.688
CARMIL3,0.574
CARNMT1,0.922
CARNS1,1.255
CARS1,0.53
CARS2,0.912
CARTPT,0.956
CASC3,0.466
CASD1,0.581
CASKIN1,0.607
CASKIN2,0.44
CASP1,0.816
CASP10,1.005
CASP12,
CASP14,1.217
CASP2,0.746
CASP3,0.775
CASP4,0.981
CASP5,1.044
CASP6,0.953
CASP7,0.956
CASP8,0.569
CASP8AP2,0.209
CASP9,0.769
CASQ1,0.965
CASQ2,1.322
CASR,0.469
CASS4,0.523
CAST,1.075
CASTOR1,0.906
CASTOR2,0.414
CASZ1,0.24
CAT,0.9
CATIP,1.11
CATSPER1,0.907
CATSPER2,1.047
CATSPER3,0.911
CATSPER4,1.033
CATSPERB,0.935
CATSPERD,0.976
CATSPERE,0.753
CATSPERG,0.87
CATSPERZ,1.623
CAV1,0.635
CAV2,0.805
CAV3,1.064
CAVIN1,1.092
CAVIN2,1.593
CAVIN3,1.956
CAVIN4,0.875
CBARP,1.023
CBFA2T2,0.241
CBFA2T3,0.681
CBFB,1.065
CBL,0.599
CBLB,0.334
CBLC,1.054
CBLIF,0.862
CBLL1,0.127
CBLN1,0.695
CBLN2,1.117
CBLN3,1.271
CBLN4,0.951
CBR1,1.419
CBR3,1.846
CBR4,1.616
CBWD1,0.496
CBWD2,0.567
CBWD3,1.078
CBWD5,0.205
CBWD6,0.748
CBX1,0.444
CBX2,0.497
CBX3,0.389
CBX4,0.306
CBX5,0.726
CBX6,0.583
CBX7,0.503
CBX8,0.428
CBY1,1.131
CBY2,0.902
CBY3,1.957
CC2D1A,0.602
CC2D1B,0.978
CC2D2A,0.828
CC2D2B,0.797
CCAR1,0.612
CCAR2,0.288
CCBE1,0.856
CCDC102A,1.13
CCDC102B,1.467
CCDC103,1.225
CCDC105,1.4
CCDC106,1.033
CCDC107,1.317
CCDC110,1.135
CCDC112,0.856
CCDC113,1.567
CCDC115,1.198
CCDC116,1.044
CCDC117,0.254
CCDC12,1.436
CCDC121,1.17
CCDC122,1.535
CCDC124,0.991
CCDC125,0.857
CCDC126,0.878
CCDC127,0.733
CCDC13,0.903
CCDC134,1.401
CCDC136,0.572
CCDC137,1.274
CCDC138,0.895
CCDC14,0.965
CCDC141,1.03
CCDC142,0.976
CCDC144A,0.558
CCDC146,0.856
CCDC148,1.209
CCDC149,0.937
CCDC15,1.237
CCDC150,1.008
CCDC152,1.871
CCDC153,1.237
CCDC154,1.351
CCDC157,1.164
CCDC158,0.957
CCDC159,0.928
CCDC166,1.939
CCDC167,1.702
CCDC168,1.422
CCDC169,1.028
CCDC169-SOHLH2,0.723
CCDC17,1.285
CCDC170,1.156
CCDC171,1.227
CCDC172,1.536
CCDC173,1.344
CCDC174,0.926
CCDC175,1.219
CCDC177,1.121
CCDC178,1.265
CCDC179,1.769
CCDC18,0.849
CCDC180,0.821
CCDC181,0.849
CCDC182,1.122
CCDC183,1.225
CCDC184,1.8
CCDC185,1.695
CCDC186,0.56
CCDC187,1.162
CCDC188,1.052
CCDC189,1.1
CCDC190,1.124
CCDC191,1.029
CCDC194,1.819
CCDC198,0.626
CCDC24,1.415
CCDC25,0.911
CCDC27,1.224
CCDC28A,1.628
CCDC28B,1.357
CCDC3,1.596
CCDC30,0.737
CCDC32,0.76
CCDC33,1.17
CCDC34,1.08
CCDC38,0.942
CCDC39,1.211
CCDC40,0.935
CCDC42,1.222
CCDC43,1.095
CCDC47,0.916
CCDC50,0.887
CCDC51,1.114
CCDC54,1.573
CCDC57,1.227
CCDC59,1.185
CCDC6,0.562
CCDC60,1.063
CCDC61,1.318
CCDC62,0.932
CCDC63,0.981
CCDC65,0.953
CCDC66,1.094
CCDC68,0.83
CCDC69,1.181
CCDC7,0.909
CCDC70,1.228
CCDC71,1.135
CCDC71L,1.748
CCDC73,1.103
CCDC74A,1.125
CCDC74B,1.046
CCDC77,1.03
CCDC78,1.512
CCDC8,1.796
CCDC80,0.749
CCDC81,1.105
CCDC82,1.032
CCDC83,1.233
CCDC85A,0.856
CCDC85B,1.936
CCDC85C,0.59
CCDC86,0.925
CCDC87,
CCDC88A,0.243
CCDC88B,1.009
CCDC88C,0.696
CCDC89,1.287
CCDC9,0.958
CCDC90B,1.112
CCDC91,0.924
CCDC92,0.612
CCDC92B,1.41
CCDC93,0.83
CCDC96,1.632
CCDC97,1.149
CCDC9B,1.164
CCER1,1.814
CCER2,1.241
CCHCR1,0.93
CCIN,0.683
CCK,1.647
CCKAR,1.012
CCKBR,1.174
CCL1,1.948
CCL11,1.742
CCL13,1.849
CCL14,1.509
CCL15,1.518
CCL15-CCL14,
CCL16,1.676
CCL17,1.797
CCL18,1.722
CCL19,0.919
CCL2,1.788
CCL20,1.849
CCL21,1.123
CCL22,1.634
CCL23,1.338
CCL24,1.146
CCL25,1.561
CCL26,1.782
CCL27,1.814
CCL28,1.137
CCL3,1.346
CCL3L3,1.576
CCL4,1.443
CCL4L2,1.447
CCL5,1.387
CCL7,1.302
CCL8,1.794
CCM2,0.652
CCM2L,0.907
CCN1,0.509
CCN2,1.05
CCN3,0.966
CCN4,1.149
CCN5,1.425
CCN6,1.055
CCNA1,0.545
CCNA2,0.183
CCNB1,0.777
CCNB1IP1,0.757
CCNB2,1.013
CCNC,0.696
CCND1,0.609
CCND2,0.385
CCND3,0.321
CCNDBP1,1.235
CCNE1,0.342
CCNE2,0.536
CCNF,0.531
CCNG1,0.645
CCNG2,0.565
CCNH,1.02
CCNI,0.526
CCNI2,1.437
CCNJ,0.405
CCNJL,1.192
CCNK,0.34
CCNL1,0.343
CCNL2,0.665
CCNO,1.698
CCNP,1.358
CCNT1,0.295
CCNT2,0.428
CCNY,0.758
CCNYL1,0.503
CCP110,0.372
CCPG1,0.777
CCR1,1.931
CCR10,1.647
CCR2,1.233
CCR3,1.742
CCR4,0.809
CCR5,1.592
CCR6,1.538
CCR7,0.493
CCR8,1.256
CCR9,0.91
CCRL2,1.937
CCS,1.133
CCSAP,0.853
CCSER1,0.59
CCSER2,0.569
CCT2,0.445
CCT3,0.275
CCT4,0.647
CCT5,0.21
CCT6A,0.234
CCT6B,1.051
CCT7,0.449
CCT8,0.287
CCT8L2,1.252
CCZ1,0.675
CCZ1B,1.13
CD101,0.864
CD109,1.078
CD14,1.866
CD151,0.775
CD160,0.876
CD163,0.543
CD163L1,0.771
CD164,0.775
CD164L2,1.268
CD177,1.413
CD180,1.886
CD19,0.508
CD1A,1.373
CD1B,1.334
CD1C,1.412
CD1D,1.159
CD1E,1.501
CD2,1.131
CD200,0.79
CD200R1,1.121
CD200R1L,0.605
CD207,1.152
CD209,0.889
CD22,0.532
CD226,1.012
CD24,1.891
CD244,0.494
CD247,0.633
CD248,1.594
CD27,0.929
CD274,0.476
CD276,0.642
CD28,0.634
CD2AP,0.815
CD2BP2,0.993
CD300A,0.931
CD300C,0.83
CD300E,1.05
CD300H,1.569
CD300LB,1.189
CD300LD,1.278
CD300LF,1.059
CD300LG,1.119
CD302,1.242
CD320,1.429
CD33,1.004
CD34,1.113
CD36,1.908
CD37,1.178
CD38,1.292
CD3D,1.305
CD3E,0.659
CD3G,1.115
CD4,0.673
CD40,0.648
CD44,0.5
CD46,0.71
CD47,0.7
CD48,1.258
CD5,0.832
CD52,1.787
CD53,0.817
CD55,0.974
CD58,0.575
CD59,1.277
CD5L,1.148
CD6,0.974
CD63,0.8
CD68,1.006
CD69,0.86
CD7,1.673
CD70,0.966
CD72,0.788
CD74,0.586
CD79A,0.991
CD79B,0.421
CD80,0.799
CD81,0.702
CD82,1.182
CD83,1.299
CD84,0.91
CD86,0.412
CD8A,1.463
CD8B,0.764
CD8B2,1.248
CD9,0.489
CD93,1.237
CD96,1.16
CDA,0.955
CDADC1,0.827
CDAN1,0.869
CDC123,0.844
CDC14A,1.085
CDC14B,0.255
CDC14C,1.434
CDC16,0.639
CDC20,0.744
CDC20B,1.25
CDC23,0.452
CDC25A,0.489
CDC25B,0.629
CDC25C,1.045
CDC26,1.64
CDC27,0.38
CDC34,0.961
CDC37,0.321
CDC37L1,1.238
CDC40,0.491
CDC42,0.463
CDC42BPA,0.413
CDC42BPB,0.219
CDC42BPG,0.988
CDC42EP1,1.86
CDC42EP2,1.364
CDC42EP3,0.557
CDC42EP4,1.343
CDC42EP5,1.961
CDC42SE1,1.742
CDC42SE2,1.407
CDC45,0.77
CDC5L,0.26
CDC6,0.99
CDC7,0.807
CDC73,0.42
CDCA2,0.794
CDCA3,0.712
CDCA4,0.714
CDCA5,0.88
CDCA7,0.591
CDCA7L,0.838
CDCA8,0.944
CDCP1,0.528
CDCP2,1.369
CDH1,0.454
CDH10,0.655
CDH11,0.249
CDH12,0.668
CDH13,0.456
CDH15,1.41
CDH16,0.995
CDH17,0.96
CDH18,0.721
CDH19,1.049
CDH2,0.327
CDH20,0.532
CDH22,0.782
CDH23,0.632
CDH24,1.045
CDH26,0.978
CDH3,0.763
CDH4,0.531
CDH5,0.659
CDH6,0.426
CDH7,0.552
CDH8,0.303
CDH9,0.578
CDHR1,0.922
CDHR2,0.88
CDHR3,1.05
CDHR4,1.17
CDHR5,1.45
CDIN1,0.868
CDIP1,1.132
CDIPT,1.042
CDK1,0.565
CDK10,1.283
CDK11A,1.141
CDK11B,0.878
CDK12,0.153
CDK13,0.322
CDK14,0.894
CDK15,1.265
CDK17,0.602
CDK18,1.053
CDK19,0.655
CDK2,0.39
CDK20,1.297
CDK2AP1,1.392
CDK2AP2,0.41
CDK3,1.082
CDK4,0.493
CDK5,0.584
CDK5R1,0.234
CDK5R2,0.745
CDK5RAP1,1.039
CDK5RAP2,0.666
CDK5RAP3,0.904
CDK6,0.412
CDK7,0.644
CDK8,0.416
CDK9,1.139
CDKAL1,0.609
CDKL1,1.177
CDKL2,1.223
CDKL3,1.516
CDKL4,1.285
CDKN1A,1.417
CDKN1B,0.804
CDKN1C,1.687
CDKN2A,0.791
CDKN2AIP,0.49
CDKN2AIPNL,1.565
CDKN2B,1.836
CDKN2C,0.94
CDKN2D,1.426
CDKN3,1.123
CDNF,1.157
CDO1,1.132
CDON,0.733
CDPF1,1.388
CDR2,0.871
CDR2L,1.553
CDRT1,0.618
CDRT15,1.343
CDRT15L2,1.174
CDRT4,0.799
CDS1,0.965
CDS2,0.913
CDSN,0.77
CDT1,1.737
CDV3,1.909
CDX1,1.625
CDX2,0.598
CDYL,0.293
CDYL2,0.695
CEACAM1,0.755
CEACAM16,1.139
CEACAM18,1.241
CEACAM19,1.495
CEACAM20,0.997
CEACAM21,1.108
CEACAM3,1.359
CEACAM4,1.381
CEACAM5,0.998
CEACAM6,0.908
CEACAM7,1.373
CEACAM8,1.219
CEBPA,1.372
CEBPB,1.677
CEBPD,0.99
CEBPE,0.848
CEBPG,1.072
CEBPZ,0.923
CEBPZOS,
CECR2,0.256
CEL,0.972
CELA1,1.267
CELA2A,1.161
CELA2B,0.987
CELA3A,1.209
CELA3B,1.28
CELF1,0.21
CELF2,0.223
CELF3,0.625
CELF4,0.381
CELF5,0.219
CELF6,1.037
CELSR1,0.477
CELSR2,0.396
CELSR3,0.344
CEMIP,0.764
CEMIP2,0.584
CEMP1,1.897
CENATAC,1.227
CEND1,1.187
CENPA,0.769
CENPB,0.828
CENPBD1,
CENPC,0.875
CENPE,0.439
CENPF,0.734
CENPH,1.931
CENPJ,0.942
CENPK,1.592
CENPL,0.734
CENPM,1.007
CENPN,1.111
CENPO,1.138
CENPP,1.272
CENPQ,1.04
CENPS,1.478
CENPS-CORT,0.92
CENPT,0.887
CENPU,1.122
CENPV,0.953
CENPW,0.55
CENPX,1.663
CEP104,0.836
CEP112,0.875
CEP120,0.907
CEP126,0.726
CEP128,0.956
CEP131,0.888
CEP135,0.968
CEP152,0.771
CEP162,1.079
CEP164,0.997
CEP170,0.228
CEP170B,0.671
CEP19,1.208
CEP192,0.598
CEP20,1.579
CEP250,0.839
CEP290,1.079
CEP295,0.702
CEP295NL,1.361
CEP350,0.283
CEP41,0.844
CEP43,1.163
CEP44,1.279
CEP55,1.138
CEP57,0.685
CEP57L1,0.919
CEP63,1.083
CEP68,0.578
CEP70,1.015
CEP72,1.375
CEP76,0.606
CEP78,1.497
CEP83,0.807
CEP85,0.784
CEP85L,0.618
CEP89,1.11
CEP95,1.053
CEP97,0.832
CEPT1,0.359
CER1,1.451
CERCAM,1.118
CERK,0.758
CERKL,1.429
CERS1,0.592
CERS2,0.501
CERS3,1.101
CERS4,1.449
CERS5,0.806
CERS6,0.486
CERT1,0.627
CES1,1.242
CES2,1.002
CES3,0.987
CES4A,0.843
CES5A,1.259
CETN1,1.568
CETN3,1.413
CETP,0.972
CFAP100,1.041
CFAP126,1.591
CFAP157,0.934
CFAP161,0.817
CFAP20,0.783
CFAP206,0.992
CFAP20DC,0.859
CFAP221,1.093
CFAP251,0.798
CFAP298,1.14
CFAP298-TCP10L,1.032
